rule,type,severity,effort,example_message,category
typescript:S2999,BUG,MAJOR,10min,Replace SERVER_EVENT_MAP[eventType] with a constructor function.,Other
typescript:S3358,CODE_SMELL,MAJOR,5min,Extract this nested ternary operation into an independent statement.,Code Complexity
typescript:S3504,CODE_SMELL,CRITICAL,5min,"Unexpected var, use let or const instead.",Other
typescript:S3516,CODE_SMELL,BLOCKER,4min,Refactor this function to not always return the same value.,Other
typescript:S3531,BUG,MAJOR,5min,"Add a ""yield"" statement to this generator.",Other
typescript:S3579,CODE_SMELL,MAJOR,10min,"Make it an object if it must have named properties; otherwise, use a numeric index here.",Other
typescript:S3626,CODE_SMELL,MINOR,1min,Remove this redundant jump.,Code Hygiene
typescript:S3696,CODE_SMELL,MAJOR,20min,Expected an error object to be thrown.,Error Handling
typescript:S3699,BUG,MAJOR,5min,"Remove this use of the output from ""saveOpenState""; ""saveOpenState"" doesn't return anything.",Logic Error
typescript:S3735,CODE_SMELL,CRITICAL,5min,"Remove this use of the ""void"" operator.",Other
typescript:S3776,CODE_SMELL,CRITICAL,1h15min,Refactor this function to reduce its Cognitive Complexity from 85 to the 15 allowed.,Code Complexity
typescript:S3799,BUG,MAJOR,5min,Unexpected empty object pattern.,Other
typescript:S3854,BUG,CRITICAL,5min,Lacked a call of 'super()' in some code paths.,Other
typescript:S3863,CODE_SMELL,MINOR,1min,'@my/ui' imported multiple times.,Other
typescript:S3923,BUG,MAJOR,15min,"This conditional operation returns the same value whether the condition is ""true"" or ""false"".",Logic Error
typescript:S3972,CODE_SMELL,CRITICAL,10min,"Move this ""if"" to a new line or add the missing ""else"".",Other
typescript:S3981,BUG,MAJOR,2min,"Fix this expression; length of ""mirrors"" is always greater or equal to zero.",Other
typescript:S4030,CODE_SMELL,MAJOR,2min,Either use this collection's contents or remove the collection.,Other
typescript:S4043,CODE_SMELL,MAJOR,5min,"Move this array ""sort"" operation to a separate statement or replace it with ""toSorted"".",Other
typescript:S4084,CODE_SMELL,MINOR,5min,Media elements such as <audio> and <video> must have a <track> for captions.,Accessibility
typescript:S4123,CODE_SMELL,CRITICAL,1min,Refactor this redundant 'await' on a non-promise.,Concurrency
typescript:S4138,CODE_SMELL,MINOR,5min,Expected a `for-of` loop instead of a `for` loop with this simple iteration.,Other
typescript:S4140,CODE_SMELL,MAJOR,5min,Unexpected comma in middle of array.,Other
typescript:S4143,BUG,MAJOR,5min,"Verify this is the index that was intended; ""sidePanelDropdownAccent"" was already set on line 3108.",Other
typescript:S4144,CODE_SMELL,MAJOR,15min,Update this function so that its implementation is not identical to the one on line 129.,Code Complexity
typescript:S4158,BUG,MINOR,15min,"Review this usage of ""ALWAYS_ENABLED_EXTENSIONS"" as it can only be empty here.",Other
typescript:S4165,CODE_SMELL,MAJOR,5min,"Review this redundant assignment: ""alt_baro"" already holds the assigned value along all execution paths.",Other
typescript:S4275,BUG,CRITICAL,5min,Refactor this getter to always return a value.,Other
typescript:S4323,CODE_SMELL,MINOR,5min,Replace this union type with a type alias.,Type Safety
typescript:S4325,CODE_SMELL,MINOR,1min,This assertion is unnecessary since the receiver accepts the original type of the expression.,Type Safety
typescript:S4335,BUG,CRITICAL,5min,Remove this type without members or change this type intersection.,Type Safety
typescript:S4524,CODE_SMELL,CRITICAL,5min,"Move this ""default"" clause to the end of this ""switch"" statement.",Other
typescript:S4619,CODE_SMELL,MAJOR,5min,"Use ""indexOf"" or ""includes"" (available from ES2016) instead.",Other
typescript:S4621,CODE_SMELL,CRITICAL,1min,Remove this duplicated type or replace with another one.,Type Safety
typescript:S4623,CODE_SMELL,MAJOR,1min,"Remove this redundant ""undefined"".",Type Safety
typescript:S4624,CODE_SMELL,MAJOR,10min,Refactor this code to not use nested template literals.,Other
typescript:S4634,CODE_SMELL,MAJOR,5min,"Replace this trivial promise with ""Promise.resolve"".",Concurrency
typescript:S4782,CODE_SMELL,MAJOR,1min,"Consider removing 'undefined' type or '?' specifier, one of them is redundant.",Type Safety
typescript:S4822,BUG,MAJOR,5min,Consider using 'await' for the promise inside this 'try' or replace it with 'Promise.prototype.catch(...)' usage.,Logic Error
typescript:S5254,CODE_SMELL,MAJOR,5min,<html> elements must have the lang prop.,Accessibility
typescript:S5256,BUG,MAJOR,2min,"Add a valid header row or column to this ""<table>"".",Accessibility
typescript:S5542,VULNERABILITY,CRITICAL,20min,Use a secure mode and padding scheme.,Security
typescript:S5842,BUG,MINOR,5min,Rework this part of the regex to not match the empty string.,Regex Issues
typescript:S5843,CODE_SMELL,MAJOR,3h30min,Simplify this regular expression to reduce its complexity from 121 to the 20 allowed.,Regex Issues
typescript:S5850,BUG,MAJOR,10min,Group parts of the regex together to make the intended operator precedence explicit.,Regex Issues
typescript:S5860,CODE_SMELL,MAJOR,10min,Use the named groups of this regex or remove the names.,Regex Issues
typescript:S5869,CODE_SMELL,MAJOR,5min,Remove duplicates in this character class.,Regex Issues
typescript:S6019,CODE_SMELL,MAJOR,10min,Remove the '?' from this unnecessarily reluctant quantifier.,Regex Issues
typescript:S6035,CODE_SMELL,MAJOR,5min,Replace this alternation with a character class.,Regex Issues
typescript:S6323,BUG,MAJOR,5min,Remove this empty alternative.,Regex Issues
typescript:S6324,BUG,MAJOR,5min,Remove this control character.,Regex Issues
typescript:S6325,CODE_SMELL,MINOR,1min,Use a regular expression literal instead of the 'RegExp' constructor.,Regex Issues
typescript:S6331,CODE_SMELL,MAJOR,5min,Remove this empty group.,Regex Issues
typescript:S6351,BUG,MAJOR,5min,Remove the 'g' flag from this regex as it is used on different inputs.,Regex Issues
typescript:S6353,CODE_SMELL,MINOR,5min,Use concise character class syntax '\D' instead of '[^0-9]'.,Regex Issues
typescript:S6397,CODE_SMELL,MAJOR,5min,Replace this character class by the character itself.,Regex Issues
typescript:S6438,BUG,MAJOR,1min,Comments inside children section of tag should be placed inside braces,React Patterns
typescript:S6439,BUG,MAJOR,5min,Convert the conditional to a boolean to avoid leaked value,React Patterns
typescript:S6440,BUG,MAJOR,10min,"React Hook ""useState"" is called in function ""code"" that is neither a React function component nor a custom React Hook function. React component names must start with an uppercase letter. React Hook names must start with the word ""use"".",React Patterns
typescript:S6441,CODE_SMELL,MAJOR,5min,"Remove this property or method or refactor ""ProfilePageClassComponent"", as ""onUnmute"" is not used inside component body",React Patterns
typescript:S6443,BUG,MAJOR,5min,Change the argument of this setter to not use its matching state variable,React Patterns
typescript:S6477,CODE_SMELL,MAJOR,5min,"Missing ""key"" prop for element in iterator",React Patterns
typescript:S6478,CODE_SMELL,MAJOR,5min,Move this component definition out of the parent component and pass data as props.,React Patterns
typescript:S6479,CODE_SMELL,MAJOR,5min,Do not use Array index in keys,React Patterns
typescript:S6481,CODE_SMELL,MAJOR,5min,The object passed as the value prop to the Context provider changes every render. To fix this consider wrapping it in a useMemo hook.,React Patterns
typescript:S6486,CODE_SMELL,MAJOR,5min,Do not use generated values for keys of React list components.,React Patterns
typescript:S6509,CODE_SMELL,MINOR,5min,Redundant double negation.,Other
typescript:S6522,CODE_SMELL,MAJOR,5min,'Conversations' is read-only.,Other
typescript:S6523,BUG,MAJOR,5min,Unsafe usage of optional chaining. If it short-circuits with 'undefined' the evaluation will throw TypeError.,Logic Error
typescript:S6534,BUG,MAJOR,5min,This number literal will lose precision at runtime.,Other
typescript:S6535,CODE_SMELL,MAJOR,5min,Unnecessary escape character: \+.,Other
typescript:S6544,BUG,MAJOR,5min,Promise-returning function provided to property where a void return was expected.,Logic Error
typescript:S6550,CODE_SMELL,MAJOR,5min,Explicit enum value must only be a literal value (string or number).,Type Safety
typescript:S6551,CODE_SMELL,MINOR,5min,'value' may use Object's default stringification format ('[object Object]') when stringified.,Other
typescript:S6557,CODE_SMELL,MAJOR,5min,Use 'String#startsWith' method instead.,Other
typescript:S6564,CODE_SMELL,MAJOR,5min,"Remove this redundant type alias and replace its occurrences with ""string"".",Type Safety
typescript:S6565,CODE_SMELL,MINOR,5min,Use `this` type instead.,Type Safety
typescript:S6568,CODE_SMELL,MINOR,5min,"Confusing combination of non-null assertion and assignment like `a! = b`, which looks very similar to `a != b`.",Other
typescript:S6569,CODE_SMELL,MAJOR,5min,Constraining the generic type `Value` to `any` does nothing and is unnecessary.,Type Safety
typescript:S6571,CODE_SMELL,MINOR,5min,'any' overrides all other types in this union type.,Type Safety
typescript:S6572,CODE_SMELL,MAJOR,5min,The value of the member 'ROTATE' should be explicitly defined.,Type Safety
typescript:S6578,CODE_SMELL,MAJOR,5min,Duplicate enum member value avanmarket.,Type Safety
typescript:S6582,CODE_SMELL,MAJOR,5min,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",Code Style
typescript:S6583,CODE_SMELL,MAJOR,5min,Mixing number and string enums can be confusing.,Type Safety
typescript:S6590,CODE_SMELL,MAJOR,5min,Expected a `const` assertion instead of a literal type annotation.,Other
typescript:S6594,CODE_SMELL,MINOR,5min,"Use the ""RegExp.exec()"" method instead.",Other
typescript:S6598,CODE_SMELL,MINOR,5min,"Type literal has only a call signature, you should use a function type instead.",Other
typescript:S6606,CODE_SMELL,MINOR,5min,"Prefer using nullish coalescing operator (`??`) instead of a logical or (`||`), as it is a safer operator.",Code Style
typescript:S6627,CODE_SMELL,MAJOR,5min,Do not use internal APIs of your dependencies,Other
typescript:S6635,CODE_SMELL,MINOR,5min,Unexpected return statement in constructor.,Other
typescript:S6638,BUG,MAJOR,5min,Unexpected constant truthiness on the left-hand side of a `&&` expression.,Logic Error
typescript:S6643,CODE_SMELL,MAJOR,5min,"Date prototype is read only, properties should not be added.",Other
typescript:S6644,CODE_SMELL,MINOR,5min,Unnecessary use of conditional expression for default assignment.,Other
typescript:S6647,CODE_SMELL,MINOR,5min,Useless constructor.,Other
typescript:S6650,CODE_SMELL,MINOR,5min,Destructuring assignment areSignaturePlans unnecessarily renamed.,Other
typescript:S6653,CODE_SMELL,MINOR,5min,Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.,API Usage
typescript:S6654,CODE_SMELL,MINOR,5min,The '__proto__' property is deprecated.,API Usage
typescript:S6657,CODE_SMELL,MAJOR,5min,Don't use octal: '\002'. Use '\u....' instead.,Other
typescript:S6660,CODE_SMELL,MAJOR,5min,'If' statement should not be the only statement in 'else' block,Other
typescript:S6661,CODE_SMELL,MAJOR,5min,Use an object spread instead of `Object.assign` eg: `{ ...foo }`.,Code Style
typescript:S6666,CODE_SMELL,MAJOR,5min,Use the spread operator instead of '.apply()'.,Code Style
typescript:S6671,CODE_SMELL,MAJOR,5min,Expected the Promise rejection reason to be an Error.,Logic Error
typescript:S6676,CODE_SMELL,MAJOR,5min,Unnecessary '.call()'.,Other
typescript:S6679,CODE_SMELL,MAJOR,5min,Use 'Number.isNaN()' to check for 'NaN' value,Other
typescript:S6747,CODE_SMELL,MAJOR,5min,Unknown property 'css' found,React Patterns
typescript:S6748,CODE_SMELL,MAJOR,5min,"Do not pass children as props. Instead, nest children between the opening and closing tags.",React Patterns
typescript:S6749,CODE_SMELL,MINOR,5min,A fragment with only one child is redundant.,React Patterns
typescript:S6754,CODE_SMELL,MINOR,5min,useState call is not destructured into value + setter pair,React Patterns
typescript:S6756,BUG,MAJOR,5min,Use callback in setState when referencing the previous state.,React Patterns
typescript:S6757,BUG,MAJOR,5min,Stateless functional components should not use `this`,React Patterns
typescript:S6759,CODE_SMELL,MINOR,5min,Mark the props of the component as read-only.,Type Safety
typescript:S6767,CODE_SMELL,MINOR,5min,'publishedAt' PropType is defined but prop is never used,React Patterns
typescript:S6770,CODE_SMELL,MINOR,5min,Imported JSX component CUSTOM must be in PascalCase,React Patterns
typescript:S6772,CODE_SMELL,MAJOR,5min,Ambiguous spacing after previous element code,Other
typescript:S6775,CODE_SMELL,MINOR,5min,"defaultProp ""formatMessageValue"" has no corresponding propTypes declaration.",React Patterns
typescript:S6791,CODE_SMELL,MAJOR,5min,UNSAFE_componentWillReceiveProps is unsafe for use in async rendering.,React Patterns
typescript:S6807,CODE_SMELL,MAJOR,5min,"Elements with the ARIA role ""option"" must have the following attributes defined: aria-selected",Accessibility
typescript:S6811,CODE_SMELL,MAJOR,5min,The attribute aria-expanded is not supported by the role region.,Accessibility
typescript:S6819,CODE_SMELL,MAJOR,5min,"Use <a href=...>, or <area href=...> instead of the ""link"" role to ensure accessibility across all devices.",Accessibility
typescript:S6821,CODE_SMELL,MAJOR,5min,"Elements with ARIA roles must use a valid, non-abstract ARIA role.",Accessibility
typescript:S6822,CODE_SMELL,MAJOR,5min,The element ul has an implicit role of list. Defining this explicitly is redundant and should be avoided.,Accessibility
typescript:S6825,CODE_SMELL,MAJOR,5min,"aria-hidden=""true"" must not be set on focusable elements.",Accessibility
typescript:S6827,CODE_SMELL,MINOR,5min,Anchors must have content and the content must be accessible by a screen reader.,Accessibility
typescript:S6836,CODE_SMELL,MAJOR,5min,Unexpected lexical declaration in case block.,Other
typescript:S6841,CODE_SMELL,MAJOR,5min,Avoid positive integer values for tabIndex.,Accessibility
typescript:S6842,CODE_SMELL,MAJOR,5min,Non-interactive elements should not be assigned interactive roles.,Accessibility
typescript:S6843,CODE_SMELL,MAJOR,5min,Interactive elements should not be assigned non-interactive roles.,Accessibility
typescript:S6844,CODE_SMELL,MAJOR,5min,"The href attribute requires a valid value to be accessible. Provide a valid, navigable address as the href value. If you cannot provide a valid href, but still need the element to resemble a link, use a button and change it with appropriate styles.",Accessibility
typescript:S6845,CODE_SMELL,MAJOR,5min,`tabIndex` should only be declared on interactive elements.,Accessibility
typescript:S6847,CODE_SMELL,MAJOR,5min,Non-interactive elements should not be assigned mouse or keyboard event listeners.,Accessibility
typescript:S6848,CODE_SMELL,MAJOR,5min,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.",Accessibility
typescript:S6850,CODE_SMELL,MAJOR,5min,Headings must have content and the content must be accessible by a screen reader.,Accessibility
typescript:S6851,CODE_SMELL,MAJOR,5min,"Redundant alt attribute. Screen-readers already announce `img` tags as an image. You don\u8217t need to use the words `image`, `photo,` or `picture` (or any specified custom words) in the alt prop.",Accessibility
typescript:S6852,CODE_SMELL,MAJOR,5min,Elements with the 'button' interactive role must be focusable.,Accessibility
typescript:S6853,CODE_SMELL,MAJOR,5min,A form label must be associated with a control.,Accessibility
typescript:S6859,CODE_SMELL,CRITICAL,5min,Do not import modules using an absolute path,Other
typescript:S6861,CODE_SMELL,CRITICAL,5min,"Exporting mutable 'let' binding, use 'const' instead.",Other
typescript:S6957,CODE_SMELL,MINOR,5min,"ReactDOM.render is deprecated since React 18.0.0, use createRoot instead",React Patterns
typescript:S6959,BUG,MAJOR,2min,"Add an initial value to this ""reduce()"" call.",Other
typescript:S7059,CODE_SMELL,CRITICAL,5min,Refactor this asynchronous operation outside of the constructor.,Concurrency
typescript:S878,CODE_SMELL,MAJOR,5min,Unexpected use of comma operator.,Other
typescript:S905,BUG,MAJOR,10min,Expected an assignment or function call and instead saw an expression.,Other
xml:S125,CODE_SMELL,MAJOR,5min,Remove this commented out code.,Code Hygiene
