dataset_source,repo_name,blob_commit,blob_relative_path,blob_revision_key,first_observed_time,last_observed_time,observed_roles,error_record_count,affected_commit_pairs,affected_repository_months,error_types,error_messages,treatment_group,is_treatment
treatment,gerred/mcp-server-replicate,9a0687555c54e047f70ce96a1c449012879bc8ff,tests/unit/test_parameters/test_controlnet.py,treatment|gerred/mcp-server-replicate|9a0687555c54e047f70ce96a1c449012879bc8ff|tests/unit/test_parameters/test_controlnet.py,2025-01,2025-01,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (test_controlnet.py, line 6)",1,1
treatment,getsentry/sentry,0b5e044716783c5d123f16e27157f63d21782c8a,src/sentry/api/event_search.py,treatment|getsentry/sentry|0b5e044716783c5d123f16e27157f63d21782c8a|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 574)",1,1
treatment,getsentry/sentry,20d928ae19cf2e07843bff22a75281cbb1446282,src/sentry/api/event_search.py,treatment|getsentry/sentry|20d928ae19cf2e07843bff22a75281cbb1446282|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 577)",1,1
treatment,getsentry/sentry,484905fc3f7f404bc73a8f2f34d1f3b80cd92e78,src/sentry/api/event_search.py,treatment|getsentry/sentry|484905fc3f7f404bc73a8f2f34d1f3b80cd92e78|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 583)",1,1
treatment,getsentry/sentry,5db063bdbcf3a622b807430da8de87c93d8e35a3,src/sentry/api/event_search.py,treatment|getsentry/sentry|5db063bdbcf3a622b807430da8de87c93d8e35a3|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 578)",1,1
treatment,getsentry/sentry,603ee01c8cfaf6dc9e4e03ee6a0d7827504884c8,src/sentry/api/event_search.py,treatment|getsentry/sentry|603ee01c8cfaf6dc9e4e03ee6a0d7827504884c8|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 574)",1,1
treatment,getsentry/sentry,6471e2b8cc1c7b056f0923b9a27e148665e0d462,src/sentry/api/event_search.py,treatment|getsentry/sentry|6471e2b8cc1c7b056f0923b9a27e148665e0d462|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 582)",1,1
treatment,getsentry/sentry,70575be72308c7620aace6425d06cad140cb063a,src/sentry/api/event_search.py,treatment|getsentry/sentry|70575be72308c7620aace6425d06cad140cb063a|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 583)",1,1
treatment,getsentry/sentry,a233747c4a010072a3385e25d4263e7c1d16c5b4,src/sentry/api/event_search.py,treatment|getsentry/sentry|a233747c4a010072a3385e25d4263e7c1d16c5b4|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 574)",1,1
treatment,getsentry/sentry,bb75de7df2868d37ceb87617761fd2ca41d5cd78,src/sentry/api/event_search.py,treatment|getsentry/sentry|bb75de7df2868d37ceb87617761fd2ca41d5cd78|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 574)",1,1
treatment,getsentry/sentry,c08c8857aa204df15b9e09c5e3dd413b919b680e,src/sentry/api/event_search.py,treatment|getsentry/sentry|c08c8857aa204df15b9e09c5e3dd413b919b680e|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 574)",1,1
treatment,getsentry/sentry,c93f9eb00a13544bd6f6b26afd33d54ff017de68,src/sentry/api/event_search.py,treatment|getsentry/sentry|c93f9eb00a13544bd6f6b26afd33d54ff017de68|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 590)",1,1
treatment,getsentry/sentry,cfda88d79fe56802994bebcde67254fece525c86,src/sentry/api/event_search.py,treatment|getsentry/sentry|cfda88d79fe56802994bebcde67254fece525c86|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 578)",1,1
treatment,getsentry/sentry,dc2c451728b4bcb3684e282b064d83f210628a4b,src/sentry/api/event_search.py,treatment|getsentry/sentry|dc2c451728b4bcb3684e282b064d83f210628a4b|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 582)",1,1
treatment,getsentry/sentry,ead6308e2d73eeca20c96479d388d411924faca7,src/sentry/api/event_search.py,treatment|getsentry/sentry|ead6308e2d73eeca20c96479d388d411924faca7|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 574)",1,1
treatment,getsentry/sentry,ede53ece639be4f80febbc2d3752fd07527c83c9,src/sentry/api/event_search.py,treatment|getsentry/sentry|ede53ece639be4f80febbc2d3752fd07527c83c9|src/sentry/api/event_search.py,2025-03,2025-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 574)",1,1
treatment,getsentry/sentry,bda0570c5dca71d74fae8573678cf462676e224c,src/sentry/api/event_search.py,treatment|getsentry/sentry|bda0570c5dca71d74fae8573678cf462676e224c|src/sentry/api/event_search.py,2025-04,2025-04,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 590)",1,1
treatment,getsentry/sentry,25467092dadf8e6c661c88defbd800e35c7d0141,src/sentry/api/event_search.py,treatment|getsentry/sentry|25467092dadf8e6c661c88defbd800e35c7d0141|src/sentry/api/event_search.py,2025-06,2025-06,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 598)",1,1
treatment,getsentry/sentry,44e63c9b6da5047d875203b6264b226e78c3cbe5,src/sentry/api/event_search.py,treatment|getsentry/sentry|44e63c9b6da5047d875203b6264b226e78c3cbe5|src/sentry/api/event_search.py,2025-06,2025-06,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 604)",1,1
treatment,getsentry/sentry,b3a8ada29ed6f3cf9994b8db1a4ae6d04428e4b2,src/sentry/api/event_search.py,treatment|getsentry/sentry|b3a8ada29ed6f3cf9994b8db1a4ae6d04428e4b2|src/sentry/api/event_search.py,2025-06,2025-06,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 604)",1,1
treatment,getsentry/sentry,f08a0025eb5e8b1a2d77bd7dead0f8e134c228d1,src/sentry/api/event_search.py,treatment|getsentry/sentry|f08a0025eb5e8b1a2d77bd7dead0f8e134c228d1|src/sentry/api/event_search.py,2025-06,2025-06,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 602)",1,1
treatment,getsentry/sentry,950e799bf74d5067d17a6810536c0731d6572953,src/sentry/api/event_search.py,treatment|getsentry/sentry|950e799bf74d5067d17a6810536c0731d6572953|src/sentry/api/event_search.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 615)",1,1
treatment,getsentry/sentry,f8dfbeebb635f38caed034834dedea9c0bbaa20c,src/sentry/api/event_search.py,treatment|getsentry/sentry|f8dfbeebb635f38caed034834dedea9c0bbaa20c|src/sentry/api/event_search.py,2025-07,2025-07,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 599)",1,1
treatment,getsentry/sentry,8490c8e1ee5f2dccb7f9b7812916e9f851a92f16,src/sentry/api/event_search.py,treatment|getsentry/sentry|8490c8e1ee5f2dccb7f9b7812916e9f851a92f16|src/sentry/api/event_search.py,2025-08,2025-08,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 599)",1,1
treatment,getsentry/sentry,e9370e6d765a781b80ad854c8aea6cac408a1643,src/sentry/api/event_search.py,treatment|getsentry/sentry|e9370e6d765a781b80ad854c8aea6cac408a1643|src/sentry/api/event_search.py,2025-08,2025-08,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (event_search.py, line 603)",1,1
treatment,ilanbenb/wa_llm,21e98d93272cdb895bb71796ad0788f17de2848f,src/message_router.py,treatment|ilanbenb/wa_llm|21e98d93272cdb895bb71796ad0788f17de2848f|src/message_router.py,2025-01,2025-01,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (message_router.py, line 17)",1,0
treatment,ilanbenb/wa_llm,b070bf1816b74ebd13f20ad7a5e1653348fac9c6,src/message_router.py,treatment|ilanbenb/wa_llm|b070bf1816b74ebd13f20ad7a5e1653348fac9c6|src/message_router.py,2025-01,2025-01,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (message_router.py, line 17)",1,0
treatment,ilanbenb/wa_llm,1c4fb5063332f9eb157b5040ff2fe872f75e0330,src/handler/daily_load_topics.py,treatment|ilanbenb/wa_llm|1c4fb5063332f9eb157b5040ff2fe872f75e0330|src/handler/daily_load_topics.py,2025-02,2025-02,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (daily_load_topics.py, line 1)",1,1
treatment,instructor-ai/instructor,61b8aff167810685322848151993381b43d49085,examples/knowledge-graph/run_stream.py,treatment|instructor-ai/instructor|61b8aff167810685322848151993381b43d49085|examples/knowledge-graph/run_stream.py,2024-01,2024-01,parent,1,1,1,SyntaxError,"SyntaxError: closing parenthesis '}' does not match opening parenthesis '[' on line 63 (run_stream.py, line 69)",1,0
treatment,instructor-ai/instructor,9c175785472eeeae6e83ea5cfa85aebda123df6e,examples/knowledge-graph/run_stream.py,treatment|instructor-ai/instructor|9c175785472eeeae6e83ea5cfa85aebda123df6e|examples/knowledge-graph/run_stream.py,2024-01,2024-01,current,1,1,1,SyntaxError,"SyntaxError: closing parenthesis '}' does not match opening parenthesis '[' on line 63 (run_stream.py, line 69)",1,0
treatment,leettools-dev/leettools,a2c75a70d278935905184a601712e37e14f236b9,src/leettools/web/retrievers/local/local.py,treatment|leettools-dev/leettools|a2c75a70d278935905184a601712e37e14f236b9|src/leettools/web/retrievers/local/local.py,2024-12,2024-12,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (local.py, line 8)",1,0
treatment,leettools-dev/leettools,ce26eee1a4bf90e4100cdf37de1646b7a47e917b,src/leettools/web/retrievers/local/local.py,treatment|leettools-dev/leettools|ce26eee1a4bf90e4100cdf37de1646b7a47e917b|src/leettools/web/retrievers/local/local.py,2024-12,2024-12,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (local.py, line 8)",1,0
treatment,panther-labs/panther-analysis,9ae617895a2701bede417b8a97b4917fd4eb7323,rules/gcp_k8s_rules/gcp_k8s_pod_create_or_modify_host_path_vol_mount.py,treatment|panther-labs/panther-analysis|9ae617895a2701bede417b8a97b4917fd4eb7323|rules/gcp_k8s_rules/gcp_k8s_pod_create_or_modify_host_path_vol_mount.py,2024-03,2024-03,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (gcp_k8s_pod_create_or_modify_host_path_vol_mount.py, line 4)",1,0
treatment,panther-labs/panther-analysis,b9604e826ff16a7eefa721ddc61481615ce1f715,rules/gcp_k8s_rules/gcp_k8s_pod_create_or_modify_host_path_vol_mount.py,treatment|panther-labs/panther-analysis|b9604e826ff16a7eefa721ddc61481615ce1f715|rules/gcp_k8s_rules/gcp_k8s_pod_create_or_modify_host_path_vol_mount.py,2024-03,2024-03,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (gcp_k8s_pod_create_or_modify_host_path_vol_mount.py, line 4)",1,0
treatment,trycua/cua,1b1eb813741e00647649f774a58500bf4a1bd6cf,libs/agent/agent/providers/omni/loop.py,treatment|trycua/cua|1b1eb813741e00647649f774a58500bf4a1bd6cf|libs/agent/agent/providers/omni/loop.py,2025-05,2025-05,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (loop.py, line 752)",1,1
treatment,trycua/cua,1ddc32cda2b98ee056bfc0da073ebab3056a7226,libs/agent/agent/providers/omni/loop.py,treatment|trycua/cua|1ddc32cda2b98ee056bfc0da073ebab3056a7226|libs/agent/agent/providers/omni/loop.py,2025-05,2025-05,parent,1,1,1,SyntaxError,"SyntaxError: invalid syntax (loop.py, line 752)",1,1
treatment,trycua/cua,4509121729b12226d6eba87df56d9c73c869393b,libs/agent/agent/providers/omni/loop.py,treatment|trycua/cua|4509121729b12226d6eba87df56d9c73c869393b|libs/agent/agent/providers/omni/loop.py,2025-05,2025-05,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (loop.py, line 752)",1,1
treatment,trycua/cua,2c047215e18fe9213a50382d7deabf1e7555cc6f,notebooks/diorama/agent_example.py,treatment|trycua/cua|2c047215e18fe9213a50382d7deabf1e7555cc6f|notebooks/diorama/agent_example.py,2025-05,2025-05,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax. Perhaps you forgot a comma? (agent_example.py, line 34)",1,1
treatment,trycua/cua,96fd9cb98eb12f3c3d5a4103b40967383e4419ef,libs/python/agent/agent/providers/openai/api_handler.py,treatment|trycua/cua|96fd9cb98eb12f3c3d5a4103b40967383e4419ef|libs/python/agent/agent/providers/openai/api_handler.py,2025-07,2025-07,current;parent,2,2,1,SyntaxError,"SyntaxError: parameter without a default follows parameter with a default (api_handler.py, line 48)",1,1
treatment,tw-haiven/haiven,6a22fc58d034f0a7244fee264a01d6459b4737b0,app/knowledge/pack.py,treatment|tw-haiven/haiven|6a22fc58d034f0a7244fee264a01d6459b4737b0|app/knowledge/pack.py,2025-03,2025-03,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid decimal literal (pack.py, line 8)",1,1
treatment,whiteducksoftware/flock,488a01a3e1e4fe293b45cff983a5466256e68fdd,src/flock/core/mcp/flock_mcp_client.py,treatment|whiteducksoftware/flock|488a01a3e1e4fe293b45cff983a5466256e68fdd|src/flock/core/mcp/flock_mcp_client.py,2025-05,2025-05,current;parent,2,2,1,SyntaxError,"SyntaxError: expected 'except' or 'finally' block (flock_mcp_client.py, line 88)",1,1
treatment,whiteducksoftware/flock,520399cb1eeb3799d1b1e3d5d63f52395acd35c3,src/flock/core/mcp/flock_mcp_client.py,treatment|whiteducksoftware/flock|520399cb1eeb3799d1b1e3d5d63f52395acd35c3|src/flock/core/mcp/flock_mcp_client.py,2025-05,2025-05,current;parent,2,2,1,IndentationError,"IndentationError: expected an indented block after 'except' statement on line 140 (flock_mcp_client.py, line 142)",1,1
treatment,whiteducksoftware/flock,525db5f03feb1f93b0c5791935f90705ade0a388,src/flock/core/mcp/flock_mcp_client_base.py,treatment|whiteducksoftware/flock|525db5f03feb1f93b0c5791935f90705ade0a388|src/flock/core/mcp/flock_mcp_client_base.py,2025-05,2025-05,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid syntax (flock_mcp_client_base.py, line 54)",1,1
treatment,whiteducksoftware/flock,e12dbd1b1cf470473f3cbd1b957fe2d8ef9876c8,src/flock/core/mcp/flock_mcp_tool_base.py,treatment|whiteducksoftware/flock|e12dbd1b1cf470473f3cbd1b957fe2d8ef9876c8|src/flock/core/mcp/flock_mcp_tool_base.py,2025-05,2025-05,current;parent,2,2,1,SyntaxError,"SyntaxError: invalid syntax (flock_mcp_tool_base.py, line 39)",1,1
treatment,whiteducksoftware/flock,1f80f2f3b2f6091c5ba6cf7460da9a1c60f4b5db,src/flock/core/mcp/servers/stdio/flock_stdio_client.py,treatment|whiteducksoftware/flock|1f80f2f3b2f6091c5ba6cf7460da9a1c60f4b5db|src/flock/core/mcp/servers/stdio/flock_stdio_client.py,2025-05,2025-05,current;parent,2,2,1,IndentationError,"IndentationError: expected an indented block after function definition on line 44 (flock_stdio_client.py, line 45)",1,1
treatment,yagami1997/TradeMind,191d7e066ea231809b3f50b546fd6bf1eeefd90c,project_management/reference/stock_analyzer_original_backup.py,treatment|yagami1997/TradeMind|191d7e066ea231809b3f50b546fd6bf1eeefd90c|project_management/reference/stock_analyzer_original_backup.py,2025-03,2025-03,current,1,1,1,IndentationError,"IndentationError: expected an indented block after 'else' statement on line 112 (stock_analyzer_original_backup.py, line 113)",1,1
treatment,yeagerai/genlayer-studio,c75124cb8a81bbd8aa92ae11edef83d11d2443b9,genvm/tests/code/broken_code.py,treatment|yeagerai/genlayer-studio|c75124cb8a81bbd8aa92ae11edef83d11d2443b9|genvm/tests/code/broken_code.py,2024-05,2024-05,current,1,1,1,SyntaxError,"SyntaxError: invalid syntax (broken_code.py, line 2)",1,0
